361
-698.87085 7942.62939 -9.49928951 0
-698.87085 7936.70264 3.0595448 0
-698.87085 7927.08 5.482612 0
-698.807739 7918.63965 5.482612 0
-698.7719 7912.44141 5.57133 0
-698.8183 7906.87646 5.68042946 0
-698.8215 7902.553 5.84176159 0
-698.928 7897.95459 6.028067 0
-699.0769 7892.738 6.23295927 0
-699.2228 7887.80469 6.43517447 0
-699.4366 7881.941 6.767894 0
-699.685364 7876.32471 7.093457 0
-699.962 7872.0957 7.44449949 0
-700.2894 7866.655 7.79211235 0
-700.694763 7860.684 8.250972 0
-701.2104 7853.68457 8.772761 0
-701.709 7847.43848 9.385437 0
-702.196533 7841.62158 9.939277 0
-702.939453 7833.62256 10.6402674 0
-703.9851 7822.347 11.64487 0
-704.8245 7814.57373 12.495182 0
-705.7122 7806.12451 13.3494759 0
-706.5191 7798.41357 14.1478081 0
-707.7252 7788.12256 15.2783775 0
-708.902832 7778.25732 16.3273258 0
-710.1449 7768.33154 17.5034046 0
-711.6977 7756.602 18.7382755 0
-712.903564 7747.778 19.78513 0
-714.4416 7736.797 21.0567837 0
-717.5946 7716.09863 23.4927425 0
-719.5582 7703.97656 24.91075 0
-723.305969 7682.135 27.4810581 0
-725.6404 7669.44775 29.0629215 0
-729.0502 7651.865 31.22961 0
-731.8 7638.62451 32.8630524 0
-735.4716 7621.94727 34.91336 0
-737.69 7612.41162 36.10627 0
-740.766357 7599.913 37.70505 0
-745.04425 7583.687 39.7710152 0
-749.364746 7568.53857 41.65172 0
-752.367432 7558.55859 42.9241524 0
-755.9468 7547.33936 44.37372 0
-758.901733 7538.547 45.4203949 0
-761.7056 7530.584 46.4262238 0
-765.1008 7521.4165 47.5838776 0
-769.096558 7511.313 48.79942 0
-772.904 7502.255 49.8663635 0
-776.955933 7493.39 50.8336563 0
-780.0882 7487.084 51.5481071 0
-782.751038 7482.02 52.0740242 0
-785.8966 7476.556 52.4609375 0
-790.189 7470.05029 52.9412422 0
-794.2736 7464.58252 53.1460228 0
-798.887634 7459.12256 53.15314 0
-804.6224 7452.713 53.04361 0
-818.622253 7437.32373 52.77771 0
-832.3748 7422.36572 52.47949 0
-844.497559 7409.24854 51.9800224 0
-855.053955 7397.84326 51.4145164 0
-866.0824 7385.823 50.9156952 0
-877.5138 7373.224 50.37691 0
-888.2612 7361.231 49.8514977 0
-897.0911 7351.291 49.4821358 0
-912.0149 7334.439 48.6209221 0
-925.715637 7319.052 47.805645 0
-935.1725 7308.52734 47.2200928 0
-951.0415 7291.05859 46.0056 0
-970.3189 7269.846 44.6147079 0
-995.5729 7242.076 42.7260551 0
-1018.72784 7216.63525 40.9621239 0
-1038.87646 7194.52832 39.4193 0
-1062.71436 7168.41455 37.5452156 0
-1080.08667 7149.40625 36.1440849 0
-1097.40991 7130.50537 34.6459236 0
-1109.29846 7117.57568 33.6454926 0
-1138.8103 7085.55469 30.8417263 0
-1156.35193 7066.65332 29.0846329 0
-1164.72571 7057.676 28.133358 0
-1175.203 7046.436 26.94194 0
-1185.24841 7035.707 25.8189926 0
-1194.17493 7026.18 24.7696037 0
-1203.01013 7016.763 23.6907578 0
-1212.263 7006.886 22.48794 0
-1220.186 6998.43848 21.5792236 0
-1230.065 6987.9126 20.43777 0
-1238.88977 6978.49463 19.634861 0
-1247.98328 6968.78857 19.3644638 0
-1253.36511 6962.82471 19.2829971 0
-1255.99988 6959.687 19.2888184 0
-1259.37122 6955.22852 19.29231 0
-1262.14771 6951.0625 19.29567 0
-1263.84412 6948.243 19.3060131 0
-1266.72778 6943.23975 19.28764 0
-1270.15076 6937.13428 19.3038769 0
-1275.17358 6927.98 19.3038769 0
-1279.57788 6919.764 19.3038769 0
-1288.83252 6902.32 19.3038769 0
-1293.07324 6895.25244 19.3038769 0
-1295.5929 6891.649 19.3038769 0
-1297.52124 6889.19238 19.3038769 0
-1300.259 6886.03955 19.3038769 0
-1303.75354 6882.54248 19.3038769 0
-1306.09851 6880.49854 19.3038769 0
-1308.40735 6878.67041 19.3038769 0
-1310.95691 6876.81348 19.3038769 0
-1313.65625 6875.07 19.3038769 0
-1318.35376 6872.44336 19.3038769 0
-1323.83423 6869.86426 19.3038769 0
-1329.77747 6867.489 19.3038769 0
-1336.7406 6865.14941 19.3038769 0
-1345.77954 6862.6665 19.3038769 0
-1352.95886 6861.09766 19.3038769 0
-1361.28015 6859.685 19.3038769 0
-1369.73132 6858.62451 19.3038769 0
-1378.73535 6857.8 19.3038769 0
-1388.1958 6857.212 19.3038769 0
-1398.66956 6856.784 19.3038769 0
-1411.88672 6856.49365 19.3038769 0
-1450.37988 6856.23438 19.3038769 0
-1479.31763 6856.239 19.3038769 0
-1516.15466 6856.25732 19.3038769 0
-1567.84412 6856.293 19.1495571 0
-1604.28064 6856.31152 18.4456253 0
-1635.98291 6856.3374 17.8387489 0
-1659.36194 6856.3374 17.6093521 0
-1688.60071 6856.346 17.2261047 0
-1716.63281 6856.37549 16.9889069 0
-1741.0813 6856.38574 16.79869 0
-1762.07153 6856.396 16.724062 0
-1787.06067 6856.42773 16.6504536 0
-1808.53552 6856.427 16.6267433 0
-1838.04163 6856.46875 16.60806 0
-1863.55151 6856.48 16.56138 0
-1886.55872 6856.499 16.5333748 0
-1920.04407 6856.50732 16.593462 0
-1937.57214 6856.503 16.5704155 0
-1950.83032 6856.53564 16.49042 0
-1960.41748 6856.71436 16.44782 0
-1971.51147 6857.037 16.45349 0
-1982.24829 6857.47461 16.4782085 0
-1993.84351 6858.04346 16.4995918 0
-2002.64954 6858.541 16.4869347 0
-2013.08411 6859.222 16.49739 0
-2024.66248 6860.044 16.5285645 0
-2036.33459 6860.93164 16.56876 0
-2050.963 6862.137 16.6776829 0
-2063.47559 6863.262 16.8123512 0
-2074.12451 6864.295 16.96937 0
-2086.96338 6865.56 17.2137051 0
-2097.48364 6866.687 17.439888 0
-2108.43726 6867.893 17.7442589 0
-2119.82837 6869.156 18.07387 0
-2130.073 6870.35742 18.4248486 0
-2143.04419 6871.902 18.9261456 0
-2152.534 6873.053 19.2286186 0
